,ItemName,ItemCode,2022-06-17,2022-06-18,2022-06-19,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-25,2022-06-26,2022-06-27,2022-06-28,2022-06-29,2022-06-30,2022-07-01,2022-07-02,2022-07-03,2022-07-04,2022-07-05,2022-07-06,2022-07-07,2022-07-08,2022-07-09,2022-07-10,2022-07-11,2022-07-12,2022-07-13,2022-07-14,2022-07-15,2022-07-16,2022-07-17,2022-07-18,2022-07-20,2022-07-21,2022-07-22,2022-07-23,2022-07-24,2022-07-25,2022-07-26,2022-07-27,2022-07-28,2022-07-29,2022-07-30,2022-07-31,2022-08-01,2022-08-02,2022-08-03,2022-08-04,2022-08-05
71,עדשי מ&מ'ס בראוניז 40גרם,40000555391,5.5,5.5,5.5,5.5,5.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.50
72,שוק.ריטר חלב אגוז שלם100,4000417019004,11.9,,,,,,,,,,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,,,,,,,,,,,,,,,,,,,,,11.9,11.9,11.90
73,שוק.ריטר עם מרציפן 100גר,4000417025005,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,,,,,,,,,,9.9,9.9,9.9,9.9,9.90
74,גלילי וופל ק.אגוז לוז150,4000417101211,18.9,18.9,,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.90
75,שוק.חלב ריטר שברי אגו100,4000417222008,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,,,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,,,,,,,,,,,,,,,,
76,"סיליט באנג ספריי 750 מ""ל",4002448017684,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.90
77,דאו.ניוואה בלק&וויט רול,4005900036506,11.9,11.9,11.9,11.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,,,,,,,,,,,,,,
78,בירה קרומבאכר פחית 500 מ,4008287051032,10.9,,,,,,,,,,,,,,,,,,,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,,,,,,,,,,,,,,,,,,,,,
79,"בירה קרומבאכר 330*6 מ""ל",4008287058161,32.9,39.9,,,,,,,,,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,,,,,,,,,,,,,,,,,,,,,,,,
80,בירה קרומבאכר חיטה פח500,4008287905786,10.9,10.9,10.9,10.9,10.9,,,,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,,,,,,,,,,,
81,ביצת קינדר הפתעה 20 גרם,40084107,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.60
82,חליטת פירות יער20שקיק3*ג,4009300524588,14.9,14.9,14.9,14.9,,,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.90
83,חליטת צ'אי מאסלה20שק2*גר,4009300524625,14.9,14.9,14.9,14.9,,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,,,,,,,,,,,,,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,,,,,,14.9,14.90
84,חליטת לימון ג'ינג'ר20שק,4009300525684,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,,,14.9,14.90
85,חליטת פירות אוכמניות20שק,4009300529514,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,,,,,,,,,,,,,,,,,,,,,,,,,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.90
86,חליטת פירות אפרסק20שק,4009300529552,17.9,17.9,,,,,,,,,,,,,,,,,,,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,,,,,,,,,,,,,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,
87,חליטה קרה מוחיטו פ.יער18,4009300530145,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,מסטיק סטיקס ספירמינט 5יח,4009900013581,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.50
89,מסטיק סטיקס פפרמינט 5 יח,4009900385824,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,
90,מסטיק אורביט ויט מנטה64ג,4009900403023,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,,,,,,,,,,,,,,,,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.90
91,מסטיק איירוויבז מנטה64ג,4009900426039,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.90
92,מסטיק איירוויבז אוכמנ64ג,4009900426121,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,,,,,,,
93,סוכריות סקיטלס פירות174ג,4009900455299,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,,
94,אורביט באבל מינט בקבוק64,4009900482417,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,,,,,,,,,,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.90
95,איירוויבז מנטה M 84 גרם,4009900483803,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,,,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,,,,,14.9,14.9,14.9,14.9,14.90
96,מסטיק בקבוק M פפרמינט84ג,4009900484060,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,,,,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,,,,,,,14.9,14.9,14.9,14.9,14.9,14.9,14.90
97,מסטיק בקבוק M ספירמינ84,4009900484091,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,,,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,,,,,14.9,14.9,14.9,14.9,14.9,14.9,14.90
98,מסטיק בקבוקMסוויטמינט84ג,4009900484305,14.9,14.9,14.9,14.9,14.9,14.9,14.9,,,,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,,14.9,14.9,14.9,14.9,14.90
99,מסטיק סטיקס פירות 5 יח',4009900487283,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,,,,,,,,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,,
100,איירוויבז Mאוכמניות 84גר,4009900491044,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,,,,,,,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.90
101,מסטיק בקבוק M תות 84 גרם,4009900509770,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,,,,,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,,,,,,,
102,איירויבז מנטה+מלון64גרם,4009900534611,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.90
103,אורביט רפרשרס ספירמי15.6,4009900535519,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,,,,,,,,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,,,,4.3,4.3,4.3,4.30
104,אורביט רפרשרס פפרמינ15.6,4009900535540,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,סוכ.סקיטלס ג'יינט 141 גר,4009900539340,9.8,9.8,9.8,9.8,9.8,,,,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,,,,,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,,,,,,,,,,,,,,,,,
106,מסטיק פייב באונס מנטה61ג,4009900539685,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.90
107,פייב באונס ט.אבטיח61.8,4009900539746,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.90
108,אורביט רפרשרס טרופיקל67ג,4009900540551,13.0,,,,,,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,
109,מיני מרס בשקית 403 גרם,4011100001220,21.9,21.9,21.9,21.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,,,,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,,,,,,,,,,,,,,
110,חטיף באונטי 57 גרם,40111216,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.60
111,קורני חט.דגנים+שוקולד6יח,4011800628512,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.90
112,קורני 6חט.דגנים+שוק+בננה,4011800630515,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.90
113,בונבוניירה מרסי 250 גרם,4014400901191,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,,,,,,,
114,סוכ.וורטר ל.סוכר בוקס42ג,4014400907902,7.1,7.1,7.1,7.1,7.1,7.1,7.1,,,,,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,,,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.10
115,סוכ.חמאה וורטר ל.סוכר80ג,4014400914696,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.50
116,סוכ.וורטר ללא סוכר קפה80,4014400914924,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.50
117,"סוכ.וורטר לל""ס שוקולד70ג",4014400920857,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.50
118,טופיפי 125 גרם,4014400923711,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.90
119,ורטר פופקורן קרמל 140גר,4014400925319,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,,,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.50
120,דאו.רול און FA ספורט 50,4015000280372,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,,,,,,,,,,,,,,,,,,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,,,,,,,,,,,,,,
121,דאו.ספרי FA ספורט גבר200,4015000615921,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,,
122,מגן תח.אולוייז +L מגה פק,4015400564034,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,,,,,,,,,,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,,,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.90
123,68מגני תח.אולוייז מגה L,4015400564454,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,,,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.90
124,18טמפקס קומפאק פרל סופר,4015400690405,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,,,,,,,,,,,,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.90
125,20 תח.אולוייז דואו לילה,4015400731719,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,,,,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,19.9,19.90
126,80מגני תח.אולוייז מגה פק,4015400746812,18.9,18.9,18.9,18.9,18.9,18.9,18.9,,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.90
127,"הד&שולדרס 2ב1- 600 מ""ל",4015600763299,21.9,28.7,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,,,,,,,,,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,,,,,,23.9,23.9,23.9,28.7,23.9,23.9,23.9,23.9,,,,,,,,,
128,עוג.סנדוויץ היט וניל220ג,4017100198151,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,,,,,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,,,,,,,,,,,,,,,,,
129,גלילי ופל חלב וופלטן100ג,4017100219900,11.9,11.9,11.9,11.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,,,,,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.90
130,עוג.סנדוויץ היט קקאו220ג,4017100364112,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.90
131,בלו ווין מבית בלו נאן750,4022025261002,49.9,49.9,49.9,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"בירה בנדיקטינר 500 מ""ל",4052197000017,11.9,11.9,,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,,,,,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,,,,,,,,,,,,,,,,,,,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.90
133,בירה בנדיקטינר פח500*4מ,4052197002806,36.9,39.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,,,,,,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,,,,,,,,,,,,,,
134,דונאטס אוראו - מארז,4065698201159,15.9,15.9,15.9,15.9,15.9,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,דונאטס מילקה - מארז 148,4065698201166,15.9,15.9,15.9,15.9,,,,15.9,15.9,15.9,15.9,15.9,15.9,15.9,,,,,,,,15.9,15.9,15.9,15.9,15.9,15.9,15.9,,,,,,,,15.9,15.9,15.9,15.9,15.9,15.9,,,,,,,,
136,פיירי לכלים לימון650מל,4084500088917,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,,,,,,,,,,
137,אורל בי White 3Dלובן75מל,4084500739253,22.9,29.9,22.9,22.9,,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,29.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.90
138,פיירי אורגינל 650מל,4084500853553,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.90
139,"פיירי ורדים ומשי 515 מ""ל",4084500853836,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,,,,,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.50
140,"בירה בקס 275*6 מ""ל",4100130937163,27.9,34.9,26.9,26.9,26.9,26.9,26.9,,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,,,,,,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,34.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.90
141,בירה ויינשטפן ויטוס500מל,4105120624412,13.9,13.9,13.9,13.9,,,,,,,,,,,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,,,,,,,,,,,,,,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,,,,,,
142,"רוטב סויה דל נתרן 444מ""ל",41390001079,21.9,21.9,21.9,21.9,21.9,21.9,21.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.90
